순위;ISBN;도서명;저자명;출판사명;출간일;분야;정가
82;9,78895E+12;메이플 스토리 오프라인 RPG. 11(코믹);송도수;서울문화사;20050810;어린이(초등);\8,500
83;9,78895E+12;비타민 동화(선생님이 들려주는 45가지 가슴 뭉클한 이야기);박성철;계림;20031110;어린이(초등);\8,500
84;9,78894E+12;하늘에 속한 사람(믿음의 글들 214);폴 해터웨이;홍성사;20040730;종교;\13,000
85;9,78899E+12;미쳐야 미친다;정민;푸른역사;20040403;역사/문화;\11,900
86;9,78898E+12;이익훈 EAR OF THE TOEIC (L/C) (CD-ROM 1장 포함) (2005 개정판);이익훈;넥서스;20050223;외국어;\21,500
87;9,78896E+12;자기 설득 파워;백지연;랜덤하우스코리아;20050220;자기계발;\9,800
88;9,78897E+12;토마토:토익점수마구올려주는토익(LISTENING)(2/E);오혜정;능률교육;20041005;외국어;\20,000
89;9,78896E+12;따뜻한 카리스마;이종선;랜덤하우스코리아;20040716;자기계발;\12,000
90;9,78893E+12;500원으로 밑반찬 만들기;신진원;영진닷컴;20041025;요리;\8,800
91;9,78896E+12;100가지 과학 1000가지 상식(초등학생이 가장 궁금해하는);이광렬;세상모든책;20030805;어린이(초등);\11,000
92;9,78899E+12;마흔으로 산다는 것;전경일;다산북스;20050311;자기계발;\10,000
93;9,789E+12;연인 서태후;펄S.벅;길산;20030630;소설;\22,000
94;9,78898E+12;이보영의 120분 영어회화(TAPE3개포함);이보영;넥서스;20030115;외국어;\15,000
95;9,78899E+12;왜 나는 너를 사랑하는가;알랭 드 보통;청미래;20020715;소설;\8,500
96;9,78898E+12;비밀과 거짓말;은희경;문학동네;20050129;소설;\9,000
97;9,78899E+12;그리스 로마 신화. 19: 오디세우스의 복수(만화로 보는)(개정판);토머스 불핀치;가나출판사;20110701;어린이(초등);\10,500
98;9,78894E+12;잭 웰치 위대한 승리;잭 웰치;청림출판;20050505;자기계발;\16,800
99;9,78899E+12;해커스 리딩 스타트(Hackers Reading Start);David Cho;해커스어학연구소;20030702;외국어;\14,900
100;9,789E+12;평생 성적 초등 4학년에 결정된다;김강일;예담프렌드;20040715;가정/육아;\9,800
